course_code,course_name,course_type,group,scheduled,semester,day,start_time,end_time,lecturer,room,status,prerequisites,linked_courses
40130,אבטחת איכות,סופי-הרצאה+תרגול,264013005,True,קיץ,ב,17:00,18:50,גב' כהנא דפנה,201 פיקוס,פנוי,"[{""required"": ""הסקה סטטיסטית"", ""alternative"": ""סטטיסטיקה""}, {""required"": ""הסקה סטטיסטית"", ""alternative"": ""הסקה סטטיסטית""}]","[""264013005"", ""264013005/1""]"
40130,אבטחת איכות,סופי-הרצאה+תרגול,264013005,True,קיץ,ג,17:00,18:50,גב' כהנא דפנה,101 פיקוס,פנוי,"[{""required"": ""הסקה סטטיסטית"", ""alternative"": ""סטטיסטיקה""}, {""required"": ""הסקה סטטיסטית"", ""alternative"": ""הסקה סטטיסטית""}]","[""264013005"", ""264013005/1""]"
40130,אבטחת איכות,תרגול,264013005/1,True,קיץ,ב,19:00,19:50,גב' כהנא דפנה,201 פיקוס,פנוי,"[{""required"": ""הסקה סטטיסטית"", ""alternative"": ""סטטיסטיקה""}, {""required"": ""הסקה סטטיסטית"", ""alternative"": ""הסקה סטטיסטית""}]",[]
40130,אבטחת איכות,תרגול,264013005/1,True,קיץ,ג,19:00,19:50,גב' כהנא דפנה,101 פיקוס,פנוי,"[{""required"": ""הסקה סטטיסטית"", ""alternative"": ""סטטיסטיקה""}, {""required"": ""הסקה סטטיסטית"", ""alternative"": ""הסקה סטטיסטית""}]",[]
10313,אבטחת מידע,סופי-הרצאה+תרגול,261031308,False,,,,,,,פנוי,"[{""required"": ""תקשורת מחשבים לתוכנה"", ""alternative"": null}, {""required"": ""אלגברה ליניארית"", ""alternative"": null}, {""required"": ""מבוא להסתברות"", ""alternative"": null}]","[""261031308"", ""261031308/1""]"
10313,אבטחת מידע,תרגול,261031308/1,False,,,,,,,פנוי,"[{""required"": ""תקשורת מחשבים לתוכנה"", ""alternative"": null}, {""required"": ""אלגברה ליניארית"", ""alternative"": null}, {""required"": ""מבוא להסתברות"", ""alternative"": null}]",[]
30150,אלקטרוניקה,סופי-הרצאה+תרגול,263015005,True,קיץ,א,17:00,19:50,מר נמני יגאל,202 פיקוס,פנוי,"[{""required"": ""מבוא להנדסת חשמל ואלקטרוניקה"", ""alternative"": ""הנדסת חשמל 1""}, {""required"": ""אלקטרוניקה"", ""alternative"": null}]","[""263015005"", ""263015005/1""]"
30150,אלקטרוניקה,סופי-הרצאה+תרגול,263015005,True,קיץ,ה,17:00,19:50,מר נמני יגאל,208 פיקוס,פנוי,"[{""required"": ""מבוא להנדסת חשמל ואלקטרוניקה"", ""alternative"": ""הנדסת חשמל 1""}, {""required"": ""אלקטרוניקה"", ""alternative"": null}]","[""263015005"", ""263015005/1""]"
30150,אלקטרוניקה,תרגול,263015005/1,True,קיץ,א,20:00,21:50,מר נמני יגאל,202 פיקוס,פנוי,"[{""required"": ""מבוא להנדסת חשמל ואלקטרוניקה"", ""alternative"": ""הנדסת חשמל 1""}, {""required"": ""אלקטרוניקה"", ""alternative"": null}]",[]
30150,אלקטרוניקה,תרגול,263015005/1,True,קיץ,ה,20:00,21:50,מר נמני יגאל,208 פיקוס,פנוי,"[{""required"": ""מבוא להנדסת חשמל ואלקטרוניקה"", ""alternative"": ""הנדסת חשמל 1""}, {""required"": ""אלקטרוניקה"", ""alternative"": null}]",[]
20304,אלקטרוניקה ספרתית,סופי-הרצאה+תרגול,262030401,True,קיץ,ד,17:00,18:50,גב' ליבסטר אירנה,115 פיקוס,מלא,"[{""required"": ""מערכות ספרתיות"", ""alternative"": ""מערכות ספרתיות""}, {""required"": ""אלקטרוניקה תקבילית"", ""alternative"": ""מעגלים אלקטרוניים אנלוגיים1""}]","[""262030401"", ""262030401/1""]"
20304,אלקטרוניקה ספרתית,סופי-הרצאה+תרגול,262030401,True,קיץ,ה,17:00,18:50,גב' ליבסטר אירנה,115 פיקוס,מלא,"[{""required"": ""מערכות ספרתיות"", ""alternative"": ""מערכות ספרתיות""}, {""required"": ""אלקטרוניקה תקבילית"", ""alternative"": ""מעגלים אלקטרוניים אנלוגיים1""}]","[""262030401"", ""262030401/1""]"
20304,אלקטרוניקה ספרתית,סופי-הרצאה+תרגול,262030401,True,קיץ,ה,19:00,22:50,גב' ליבסטר אירנה,115 פיקוס,מלא,"[{""required"": ""מערכות ספרתיות"", ""alternative"": ""מערכות ספרתיות""}, {""required"": ""אלקטרוניקה תקבילית"", ""alternative"": ""מעגלים אלקטרוניים אנלוגיים1""}]","[""262030401"", ""262030401/1""]"
20304,אלקטרוניקה ספרתית,תרגול,262030401/1,True,קיץ,ד,19:00,20:50,גב' ליבסטר אירנה,115 פיקוס,מלא,"[{""required"": ""מערכות ספרתיות"", ""alternative"": ""מערכות ספרתיות""}, {""required"": ""אלקטרוניקה תקבילית"", ""alternative"": ""מעגלים אלקטרוניים אנלוגיים1""}]",[]
20304,אלקטרוניקה ספרתית,תרגול,262030401/1,True,קיץ,ד,21:00,22:50,גב' ליבסטר אירנה,115 פיקוס,מלא,"[{""required"": ""מערכות ספרתיות"", ""alternative"": ""מערכות ספרתיות""}, {""required"": ""אלקטרוניקה תקבילית"", ""alternative"": ""מעגלים אלקטרוניים אנלוגיים1""}]",[]
20125,אלקטרוניקה תקבילית,סופי-הרצאה+תרגול,262012501,True,קיץ,ג,17:00,18:50,"ד""ר שפט גבי",202 פיקוס,פנוי,"[{""required"": ""הנדסת חשמל ב'"", ""alternative"": ""הנדסת חשמל 2""}]","[""262012501"", ""262012501/1""]"
20125,אלקטרוניקה תקבילית,סופי-הרצאה+תרגול,262012501,True,קיץ,ג,19:00,20:50,"ד""ר שפט גבי",202 פיקוס,פנוי,"[{""required"": ""הנדסת חשמל ב'"", ""alternative"": ""הנדסת חשמל 2""}]","[""262012501"", ""262012501/1""]"
20125,אלקטרוניקה תקבילית,סופי-הרצאה+תרגול,262012501,True,קיץ,ד,17:00,20:50,"ד""ר שפט גבי",202 פיקוס,פנוי,"[{""required"": ""הנדסת חשמל ב'"", ""alternative"": ""הנדסת חשמל 2""}]","[""262012501"", ""262012501/1""]"
20125,אלקטרוניקה תקבילית,תרגול,262012501/1,True,קיץ,ו,08:00,09:50,"ד""ר שפט גבי",204 פיקוס,פנוי,"[{""required"": ""הנדסת חשמל ב'"", ""alternative"": ""הנדסת חשמל 2""}]",[]
20125,אלקטרוניקה תקבילית,תרגול,262012501/1,True,קיץ,ו,10:00,11:50,"ד""ר שפט גבי",204 פיקוס,פנוי,"[{""required"": ""הנדסת חשמל ב'"", ""alternative"": ""הנדסת חשמל 2""}]",[]
7203,אנגלית - מכינה בדרך לאפקה,סופי-הרצאה,260720302,True,קיץ,ד,17:00,21:50,גב' גרוסו פאולה,עתידים 2315,פנוי,[],[]
7203,אנגלית - מכינה בדרך לאפקה,סופי-הרצאה,260720303,True,קיץ,ב,08:00,12:50,"ד""ר חריזמן קרן (אנה)",עתידים 2304,מלא,[],[]
6001,אנגלית בסיסי (מתחילים),סופי-הרצאה,260600104,True,קיץ,ב,08:00,11:50,מר קרמה אלכסנדר,"מפ""ט תמר",רשימת המתנה,"[{""required"": ""אנגלית טרום בסיסי (מכינה)"", ""alternative"": ""אנגלית - מכינה בדרך לאפקה""}, {""required"": ""אנגלית טרום בסיסי (מכינה)"", ""alternative"": ""אנגלית1 - מכינה בדרך לאפקה""}]",[]
6001,אנגלית בסיסי (מתחילים),סופי-הרצאה,260600104,True,קיץ,ד,08:00,11:50,מר קרמה אלכסנדר,"מפ""ט אתרוג",רשימת המתנה,"[{""required"": ""אנגלית טרום בסיסי (מכינה)"", ""alternative"": ""אנגלית - מכינה בדרך לאפקה""}, {""required"": ""אנגלית טרום בסיסי (מכינה)"", ""alternative"": ""אנגלית1 - מכינה בדרך לאפקה""}]",[]
6001,אנגלית בסיסי (מתחילים),סופי-הרצאה,260600104,True,קיץ,ה,08:00,11:50,מר קרמה אלכסנדר,"מפ""ט תמר",רשימת המתנה,"[{""required"": ""אנגלית טרום בסיסי (מכינה)"", ""alternative"": ""אנגלית - מכינה בדרך לאפקה""}, {""required"": ""אנגלית טרום בסיסי (מכינה)"", ""alternative"": ""אנגלית1 - מכינה בדרך לאפקה""}]",[]
6001,אנגלית בסיסי (מתחילים),סופי-הרצאה,260600105,True,קיץ,א,16:00,19:50,גב' גולדבלט ליבוביץ נעה,"מפ""ט תמר",פנוי,"[{""required"": ""אנגלית טרום בסיסי (מכינה)"", ""alternative"": ""אנגלית - מכינה בדרך לאפקה""}, {""required"": ""אנגלית טרום בסיסי (מכינה)"", ""alternative"": ""אנגלית1 - מכינה בדרך לאפקה""}]",[]
6001,אנגלית בסיסי (מתחילים),סופי-הרצאה,260600105,True,קיץ,ג,16:00,19:50,גב' גולדבלט ליבוביץ נעה,"מפ""ט תמר",פנוי,"[{""required"": ""אנגלית טרום בסיסי (מכינה)"", ""alternative"": ""אנגלית - מכינה בדרך לאפקה""}, {""required"": ""אנגלית טרום בסיסי (מכינה)"", ""alternative"": ""אנגלית1 - מכינה בדרך לאפקה""}]",[]
6001,אנגלית בסיסי (מתחילים),סופי-הרצאה,260600105,True,קיץ,ה,16:00,19:50,גב' גולדבלט ליבוביץ נעה,"מפ""ט תמר",פנוי,"[{""required"": ""אנגלית טרום בסיסי (מכינה)"", ""alternative"": ""אנגלית - מכינה בדרך לאפקה""}, {""required"": ""אנגלית טרום בסיסי (מכינה)"", ""alternative"": ""אנגלית1 - מכינה בדרך לאפקה""}]",[]
6002,אנגלית מתקדמים א' (בינוניים),סופי-הרצאה,260600208,True,קיץ,ג,12:00,15:50,,"מפ""ט זית",פנוי,"[{""required"": ""אנגלית בסיסי (מתחילים)"", ""alternative"": null}]",[]
6002,אנגלית מתקדמים א' (בינוניים),סופי-הרצאה,260600208,True,קיץ,ו,08:00,11:50,,115 פיקוס,פנוי,"[{""required"": ""אנגלית בסיסי (מתחילים)"", ""alternative"": null}]",[]
6002,אנגלית מתקדמים א' (בינוניים),סופי-הרצאה,260600209,True,קיץ,ב,17:00,20:50,גב' וולפרט רחל,"מפ""ט זית",פנוי,"[{""required"": ""אנגלית בסיסי (מתחילים)"", ""alternative"": null}]",[]
6002,אנגלית מתקדמים א' (בינוניים),סופי-הרצאה,260600209,True,קיץ,ג,17:00,20:50,גב' וולפרט רחל,"מפ""ט זית",פנוי,"[{""required"": ""אנגלית בסיסי (מתחילים)"", ""alternative"": null}]",[]
6002,אנגלית מתקדמים א' (בינוניים),סופי-הרצאה,260600210,True,קיץ,א,16:00,19:50,"ד""ר גפנר מריה","מפ""ט זית",פנוי,"[{""required"": ""אנגלית בסיסי (מתחילים)"", ""alternative"": null}]",[]
6002,אנגלית מתקדמים א' (בינוניים),סופי-הרצאה,260600210,True,קיץ,ה,16:00,19:50,"ד""ר גפנר מריה","מפ""ט זית",פנוי,"[{""required"": ""אנגלית בסיסי (מתחילים)"", ""alternative"": null}]",[]
6002,אנגלית מתקדמים א' (בינוניים),סופי-הרצאה,260600211,True,קיץ,ב,08:00,11:50,גב' גרוסו פאולה,"מפ""ט זית",מלא,"[{""required"": ""אנגלית בסיסי (מתחילים)"", ""alternative"": null}]",[]
6002,אנגלית מתקדמים א' (בינוניים),סופי-הרצאה,260600211,True,קיץ,ה,08:00,11:50,גב' גרוסו פאולה,"מפ""ט זית",מלא,"[{""required"": ""אנגלית בסיסי (מתחילים)"", ""alternative"": null}]",[]
6003,אנגלית מתקדמים ב' (מתקדמים),סופי-הרצאה,260600312,True,קיץ,א,10:00,13:50,"ד""ר חריזמן קרן (אנה)","מפ""ט זית",מלא,"[{""required"": ""אנגלית מתקדמים א' (בינוניים)"", ""alternative"": null}]",[]
6003,אנגלית מתקדמים ב' (מתקדמים),סופי-הרצאה,260600312,True,קיץ,ג,10:00,13:50,"ד""ר חריזמן קרן (אנה)","מפ""ט אתרוג",מלא,"[{""required"": ""אנגלית מתקדמים א' (בינוניים)"", ""alternative"": null}]",[]
6003,אנגלית מתקדמים ב' (מתקדמים),סופי-הרצאה,260600313,True,קיץ,ד,09:00,12:50,גב' נסים רונלי,"מפ""ט זית",פנוי,"[{""required"": ""אנגלית מתקדמים א' (בינוניים)"", ""alternative"": null}]",[]
6003,אנגלית מתקדמים ב' (מתקדמים),סופי-הרצאה,260600313,True,קיץ,ו,09:00,12:50,גב' נסים רונלי,קריה ה'11 מעב דואלי,פנוי,"[{""required"": ""אנגלית מתקדמים א' (בינוניים)"", ""alternative"": null}]",[]
6003,אנגלית מתקדמים ב' (מתקדמים),סופי-הרצאה,260600314,True,קיץ,ב,09:00,12:50,גב' נסים רונלי,"מפ""ט אתרוג",מלא,"[{""required"": ""אנגלית מתקדמים א' (בינוניים)"", ""alternative"": null}]",[]
6003,אנגלית מתקדמים ב' (מתקדמים),סופי-הרצאה,260600314,True,קיץ,ה,09:00,12:50,גב' נסים רונלי,"מפ""ט אתרוג",מלא,"[{""required"": ""אנגלית מתקדמים א' (בינוניים)"", ""alternative"": null}]",[]
6003,אנגלית מתקדמים ב' (מתקדמים),סופי-הרצאה,260600315,True,קיץ,ד,12:00,15:50,גב' מרקס אן,"מפ""ט אתרוג",רשימת המתנה,"[{""required"": ""אנגלית מתקדמים א' (בינוניים)"", ""alternative"": null}]",[]
6003,אנגלית מתקדמים ב' (מתקדמים),סופי-הרצאה,260600315,True,קיץ,ה,12:00,15:50,גב' מרקס אן,"מפ""ט זית",רשימת המתנה,"[{""required"": ""אנגלית מתקדמים א' (בינוניים)"", ""alternative"": null}]",[]
6003,אנגלית מתקדמים ב' (מתקדמים),סופי-הרצאה,260600316,True,קיץ,ד,17:00,20:50,גב' מרקס אן,"מפ""ט זית",מלא,"[{""required"": ""אנגלית מתקדמים א' (בינוניים)"", ""alternative"": null}]",[]
6003,אנגלית מתקדמים ב' (מתקדמים),סופי-הרצאה,260600316,True,קיץ,ה,17:00,20:50,גב' מרקס אן,"מפ""ט אתרוג",מלא,"[{""required"": ""אנגלית מתקדמים א' (בינוניים)"", ""alternative"": null}]",[]
6003,אנגלית מתקדמים ב' (מתקדמים),סופי-הרצאה,260600317,True,קיץ,א,16:00,19:50,גב' קלף לואיז,"מפ""ט אתרוג",פנוי,"[{""required"": ""אנגלית מתקדמים א' (בינוניים)"", ""alternative"": null}]",[]
6003,אנגלית מתקדמים ב' (מתקדמים),סופי-הרצאה,260600317,True,קיץ,ג,16:00,19:50,גב' קלף לואיז,"מפ""ט אתרוג",פנוי,"[{""required"": ""אנגלית מתקדמים א' (בינוניים)"", ""alternative"": null}]",[]
90916,אנליזה הרמונית,סופי-הרצאה+תרגול,269091608,True,קיץ,ב,17:00,18:50,"ד""ר בן סימון גבריאל",202 פיקוס,רשימת המתנה,"[{""required"": ""חשבון דיפרנציאלי אינטגרלי2"", ""alternative"": null}, {""required"": ""משוואות דיפ' רגילות"", ""alternative"": null}]","[""269091608"", ""269091608/1""]"
90916,אנליזה הרמונית,סופי-הרצאה+תרגול,269091608,True,קיץ,ב,19:00,20:50,"ד""ר בן סימון גבריאל",202 פיקוס,רשימת המתנה,"[{""required"": ""חשבון דיפרנציאלי אינטגרלי2"", ""alternative"": null}, {""required"": ""משוואות דיפ' רגילות"", ""alternative"": null}]","[""269091608"", ""269091608/1""]"
90916,אנליזה הרמונית,תרגול,269091608/1,True,קיץ,א,17:00,18:50,גב' נמירובסקי אירינה,115 פיקוס,פנוי,"[{""required"": ""חשבון דיפרנציאלי אינטגרלי2"", ""alternative"": null}, {""required"": ""משוואות דיפ' רגילות"", ""alternative"": null}]",[]
90925,אנליזה נומרית,סופי-הרצאה+תרגול,269092510,True,קיץ,ב,19:00,21:50,"ד""ר סעדון תפארת",102 פיקוס,מלא,"[{""required"": ""חשבון דיפרנציאלי אינטגרלי2"", ""alternative"": null}, {""required"": ""אלגברה ליניארית"", ""alternative"": null}, {""required"": ""משוואות דיפ' רגילות"", ""alternative"": null}]","[""269092510"", ""269092510/1""]"
90925,אנליזה נומרית,סופי-הרצאה+תרגול,269092510,True,קיץ,ו,08:00,10:50,"ד""ר סעדון תפארת",114-פיקוס סיסקו וגם פרונטלי,מלא,"[{""required"": ""חשבון דיפרנציאלי אינטגרלי2"", ""alternative"": null}, {""required"": ""אלגברה ליניארית"", ""alternative"": null}, {""required"": ""משוואות דיפ' רגילות"", ""alternative"": null}]","[""269092510"", ""269092510/1""]"
90925,אנליזה נומרית,סופי-הרצאה+תרגול,269092511,True,קיץ,ג,19:00,21:50,פרופ' טל-עזר הלל,102 פיקוס,מלא,"[{""required"": ""חשבון דיפרנציאלי אינטגרלי2"", ""alternative"": null}, {""required"": ""אלגברה ליניארית"", ""alternative"": null}, {""required"": ""משוואות דיפ' רגילות"", ""alternative"": null}]","[""269092511"", ""269092511/1""]"
90925,אנליזה נומרית,סופי-הרצאה+תרגול,269092511,True,קיץ,ד,17:00,19:50,פרופ' טל-עזר הלל,102 פיקוס,מלא,"[{""required"": ""חשבון דיפרנציאלי אינטגרלי2"", ""alternative"": null}, {""required"": ""אלגברה ליניארית"", ""alternative"": null}, {""required"": ""משוואות דיפ' רגילות"", ""alternative"": null}]","[""269092511"", ""269092511/1""]"
90925,אנליזה נומרית,תרגול,269092510/1,True,קיץ,ב,17:00,18:50,מר ריקס חיים,102 פיקוס,מלא,"[{""required"": ""חשבון דיפרנציאלי אינטגרלי2"", ""alternative"": null}, {""required"": ""אלגברה ליניארית"", ""alternative"": null}, {""required"": ""משוואות דיפ' רגילות"", ""alternative"": null}]",[]
90925,אנליזה נומרית,תרגול,269092511/1,True,קיץ,ג,17:00,18:50,גב' נמירובסקי אירינה,102 פיקוס,מלא,"[{""required"": ""חשבון דיפרנציאלי אינטגרלי2"", ""alternative"": null}, {""required"": ""אלגברה ליניארית"", ""alternative"": null}, {""required"": ""משוואות דיפ' רגילות"", ""alternative"": null}]",[]
80935,אקזיסטנציאליזם: קריאה מודרכת,סופי-הרצאה,268093501,True,קיץ,ד,17:00,20:50,"ד""ר שהם יקותיאל","מפ""ט תמר",רשימת המתנה,[],[]
30130,גרפיקה הנדסית 1,סופי-הרצאה+מעבדה,263013004,True,קיץ,ב,17:00,18:50,מר זילברמן אילן,205 פיקוס,פנוי,[],"[""263013004"", ""263013004/1""]"
30130,גרפיקה הנדסית 1,סופי-הרצאה+מעבדה,263013004,True,קיץ,ב,19:00,20:50,מר זילברמן אילן,205 פיקוס,פנוי,[],"[""263013004"", ""263013004/1""]"
30130,גרפיקה הנדסית 1,מעבדה,263013004/1,True,קיץ,ג,17:00,18:50,מר זילברמן אילן,205 פיקוס,פנוי,[],[]
30130,גרפיקה הנדסית 1,מעבדה,263013004/1,True,קיץ,ג,19:00,20:50,מר זילברמן אילן,205 פיקוס,פנוי,[],[]
30131,גרפיקה הנדסית 2,סופי-הרצאה+מעבדה,263013104,True,קיץ,א,17:00,18:50,מר זילברמן אילן,201 פיקוס,רשימת המתנה,"[{""required"": ""גרפיקה הנדסית 1"", ""alternative"": ""גרפיקה הנדסית להנדסה רפואית""}]","[""263013104"", ""263013104/1""]"
30131,גרפיקה הנדסית 2,סופי-הרצאה+מעבדה,263013104,True,קיץ,א,19:00,20:50,מר זילברמן אילן,201 פיקוס,רשימת המתנה,"[{""required"": ""גרפיקה הנדסית 1"", ""alternative"": ""גרפיקה הנדסית להנדסה רפואית""}]","[""263013104"", ""263013104/1""]"
30131,גרפיקה הנדסית 2,מעבדה,263013104/1,True,קיץ,ד,17:00,18:50,מר זילברמן אילן,203 פיקוס,פנוי,"[{""required"": ""גרפיקה הנדסית 1"", ""alternative"": ""גרפיקה הנדסית להנדסה רפואית""}]",[]
30131,גרפיקה הנדסית 2,מעבדה,263013104/1,True,קיץ,ד,19:00,20:50,מר זילברמן אילן,203 פיקוס,פנוי,"[{""required"": ""גרפיקה הנדסית 1"", ""alternative"": ""גרפיקה הנדסית להנדסה רפואית""}]",[]
30247,דינמיקה ובקרת כלי טייס,סופי-הרצאה+תרגול,263024701,True,קיץ,ו,08:00,11:50,מר מסאס רם,102 פיקוס,פנוי,"[{""required"": ""תורת הבקרה"", ""alternative"": ""מבוא לבקרה""}, {""required"": ""פיזיקה-מכניקה"", ""alternative"": null}]","[""263024701"", ""263024701/1""]"
30247,דינמיקה ובקרת כלי טייס,תרגול,263024701/1,True,קיץ,ו,12:00,13:50,מר מסאס רם,102 פיקוס,פנוי,"[{""required"": ""תורת הבקרה"", ""alternative"": ""מבוא לבקרה""}, {""required"": ""פיזיקה-מכניקה"", ""alternative"": null}]",[]
80906,היזמים ששינו את העולם,סופי-הרצאה,268090601,True,קיץ,ב,09:00,12:50,"ד""ר כהן צמח ירון","מפ""ט רימון",מלא,[],[]
20381,הינע חשמלי ואלקטרוני,סופי-הרצאה+תרגול,262038101,True,קיץ,ג,17:00,18:50,"ד""ר מיטב נדה",301 פיקוס,פנוי,"[{""required"": ""ייצור והמרת אנרגיה"", ""alternative"": null}]","[""262038101"", ""262038101/1""]"
20381,הינע חשמלי ואלקטרוני,סופי-הרצאה+תרגול,262038101,True,קיץ,ה,19:00,20:50,"ד""ר מיטב נדה",301 פיקוס,פנוי,"[{""required"": ""ייצור והמרת אנרגיה"", ""alternative"": null}]","[""262038101"", ""262038101/1""]"
20381,הינע חשמלי ואלקטרוני,תרגול,262038101/1,True,קיץ,ה,17:00,18:50,"ד""ר מיטב נדה",301 פיקוס,פנוי,"[{""required"": ""ייצור והמרת אנרגיה"", ""alternative"": null}]",[]
20381,הינע חשמלי ואלקטרוני,תרגול,262038101/1,True,קיץ,ה,21:00,22:50,"ד""ר מיטב נדה",301 פיקוס,פנוי,"[{""required"": ""ייצור והמרת אנרגיה"", ""alternative"": null}]",[]
40246,הנדסת נתונים מבוססי ענן,סופי-הרצאה,264024601,True,קיץ,א,18:00,20:50,מר קוך גדעון,101 פיקוס,מלא,"[{""required"": ""טכנולוגיות אינטרנט למערכות מידע"", ""alternative"": ""טכנולוגיות אינטרנט למערכות מידע""}]",[]
40246,הנדסת נתונים מבוססי ענן,סופי-הרצאה,264024601,True,קיץ,ב,17:00,19:50,מר קוך גדעון,101 פיקוס,מלא,"[{""required"": ""טכנולוגיות אינטרנט למערכות מידע"", ""alternative"": ""טכנולוגיות אינטרנט למערכות מידע""}]",[]
40104,הנדסת שיטות,סופי-הרצאה+תרגול,264010405,True,קיץ,א,17:00,19:50,מר בן יעקב יואב,204 פיקוס,פנוי,"[{""required"": ""הסקה סטטיסטית"", ""alternative"": ""סטטיסטיקה""}, {""required"": ""הסקה סטטיסטית"", ""alternative"": ""הסקה סטטיסטית""}, {""required"": ""מבוא להנדסת תעשייה"", ""alternative"": null}]","[""264010405"", ""264010405/1""]"
40104,הנדסת שיטות,סופי-הרצאה+תרגול,264010405,True,קיץ,ג,17:00,19:50,מר בן יעקב יואב,103 מעב' דואלי פיקוס,פנוי,"[{""required"": ""הסקה סטטיסטית"", ""alternative"": ""סטטיסטיקה""}, {""required"": ""הסקה סטטיסטית"", ""alternative"": ""הסקה סטטיסטית""}, {""required"": ""מבוא להנדסת תעשייה"", ""alternative"": null}]","[""264010405"", ""264010405/1""]"
40104,הנדסת שיטות,תרגול,264010405/1,True,קיץ,א,20:00,21:50,מר בן יעקב יואב,204 פיקוס,פנוי,"[{""required"": ""הסקה סטטיסטית"", ""alternative"": ""סטטיסטיקה""}, {""required"": ""הסקה סטטיסטית"", ""alternative"": ""הסקה סטטיסטית""}, {""required"": ""מבוא להנדסת תעשייה"", ""alternative"": null}]",[]
40104,הנדסת שיטות,תרגול,264010405/1,True,קיץ,ג,20:00,21:50,מר בן יעקב יואב,103 מעב' דואלי פיקוס,פנוי,"[{""required"": ""הסקה סטטיסטית"", ""alternative"": ""סטטיסטיקה""}, {""required"": ""הסקה סטטיסטית"", ""alternative"": ""הסקה סטטיסטית""}, {""required"": ""מבוא להנדסת תעשייה"", ""alternative"": null}]",[]
20132,התקני מוליכים למחצה,סופי-הרצאה+תרגול,262013204,True,קיץ,ד,13:00,16:50,"ד""ר אפרת אבישי",201 פיקוס,פנוי,"[{""required"": ""מבוא להסתברות"", ""alternative"": null}, {""required"": ""משוואות דיפ' רגילות"", ""alternative"": null}, {""required"": ""פיזיקה מודרנית"", ""alternative"": ""פיזיקה מודרנית להנדסה רפואית""}]","[""262013204"", ""262013204/1""]"
20132,התקני מוליכים למחצה,סופי-הרצאה+תרגול,262013204,True,קיץ,ה,14:00,16:50,"ד""ר אפרת אבישי",202 פיקוס,פנוי,"[{""required"": ""מבוא להסתברות"", ""alternative"": null}, {""required"": ""משוואות דיפ' רגילות"", ""alternative"": null}, {""required"": ""פיזיקה מודרנית"", ""alternative"": ""פיזיקה מודרנית להנדסה רפואית""}]","[""262013204"", ""262013204/1""]"
20132,התקני מוליכים למחצה,תרגול,262013204/1,True,קיץ,ב,16:00,19:50,"ד""ר אפרת אבישי",302 פיקוס,פנוי,"[{""required"": ""מבוא להסתברות"", ""alternative"": null}, {""required"": ""משוואות דיפ' רגילות"", ""alternative"": null}, {""required"": ""פיזיקה מודרנית"", ""alternative"": ""פיזיקה מודרנית להנדסה רפואית""}]",[]
30221,חלקי מכונות 1,סופי-הרצאה+תרגול,263022102,True,קיץ,ב,20:00,21:50,גב' זמיר (מרקמן) אלה,251 פיקוס,פנוי,"[{""required"": ""חוזק חומרים 1"", ""alternative"": null}, {""required"": ""תורת החומרים"", ""alternative"": ""תורת החומרים 1""}]","[""263022102"", ""263022102/1""]"
30221,חלקי מכונות 1,סופי-הרצאה+תרגול,263022102,True,קיץ,ג,20:00,21:50,גב' זמיר (מרקמן) אלה,251 פיקוס,פנוי,"[{""required"": ""חוזק חומרים 1"", ""alternative"": null}, {""required"": ""תורת החומרים"", ""alternative"": ""תורת החומרים 1""}]","[""263022102"", ""263022102/1""]"
30221,חלקי מכונות 1,תרגול,263022102/1,True,קיץ,ב,17:00,19:50,גב' זמיר (מרקמן) אלה,251 פיקוס,פנוי,"[{""required"": ""חוזק חומרים 1"", ""alternative"": null}, {""required"": ""תורת החומרים"", ""alternative"": ""תורת החומרים 1""}]",[]
30221,חלקי מכונות 1,תרגול,263022102/1,True,קיץ,ג,17:00,19:50,גב' זמיר (מרקמן) אלה,251 פיקוס,פנוי,"[{""required"": ""חוזק חומרים 1"", ""alternative"": null}, {""required"": ""תורת החומרים"", ""alternative"": ""תורת החומרים 1""}]",[]
80968,יזמות בבנייה למגורים,סופי-הרצאה,268096801,True,קיץ,ה,08:00,11:50,מר גינסבורג זאב,קריה ה'4,מלא,[],[]
40114,ייצור ממוחשב,סופי-מעבדה,264011409,True,קיץ,ב,17:00,18:50,מר רוש גרגורי,204 פיקוס,פנוי,[],[]
40114,ייצור ממוחשב,סופי-מעבדה,264011409,True,קיץ,ב,19:00,20:50,מר רוש גרגורי,204 פיקוס,פנוי,[],[]
7204,יסודות למדעי המחשב והנתונים - מכינה בדרך,סופי-הרצאה,260720401,True,קיץ,ב,13:00,16:50,מר בנגיאט עמית,עתידים 2311,מלא,[],[]
7204,יסודות למדעי המחשב והנתונים - מכינה בדרך,סופי-הרצאה,260720401,True,קיץ,ג,08:00,09:50,מר בנגיאט עמית,עתידים 2305,מלא,[],[]
7204,יסודות למדעי המחשב והנתונים - מכינה בדרך,סופי-הרצאה,260720401,True,קיץ,ג,10:00,11:50,מר כהן תום,עתידים 2305,מלא,[],[]
7204,יסודות למדעי המחשב והנתונים - מכינה בדרך,סופי-הרצאה,260720401,True,קיץ,ה,14:00,17:50,מר כהן תום,עתידים 2307,מלא,[],[]
7015,יסודות תכנות והחשיבה הלוגית,סופי-הרצאה,260701501,True,קיץ,א,13:00,17:50,,עתידים 2315,פנוי,[],[]
7015,יסודות תכנות והחשיבה הלוגית,סופי-הרצאה,260701501,True,קיץ,ב,13:00,17:50,,עתידים 2315,פנוי,[],[]
