course_code,course_name,course_type,group,scheduled,semester,day,start_time,end_time,lecturer,room,status,prerequisites,linked_courses
7015,יסודות תכנות והחשיבה הלוגית,סופי-הרצאה,260701501,True,קיץ,ג,13:00,17:50,,עתידים 2316,פנוי,[],[]
7015,יסודות תכנות והחשיבה הלוגית,סופי-הרצאה,260701501,True,קיץ,ה,13:00,17:50,,עתידים 2316,פנוי,[],[]
10142,כלי פיתוח,סופי-מעבדה,261014203,True,קיץ,ה,17:00,18:50,מר רוטברג ליאור,ז'2 קריה - עגלת תחשבים,מלא,[],[]
10142,כלי פיתוח,סופי-מעבדה,261014203,True,קיץ,ה,19:00,20:50,מר רוטברג ליאור,ז'2 קריה - עגלת תחשבים,מלא,[],[]
40266,כלכלת מערכות מידע,סופי-הרצאה,264026601,True,קיץ,ג,21:00,22:50,"ד""ר זילברשלג שמעון",114-פיקוס סיסקו וגם פרונטלי,מלא,"[{""required"": ""מבוא למערכות מידע"", ""alternative"": ""מבוא למערכות מידע""}, {""required"": ""כלכלה הנדסית"", ""alternative"": ""כלכלה הנדסית להנדסה מכנית""}]",[]
40266,כלכלת מערכות מידע,סופי-הרצאה,264026601,True,קיץ,ד,20:00,21:50,"ד""ר זילברשלג שמעון",102 פיקוס,מלא,"[{""required"": ""מבוא למערכות מידע"", ""alternative"": ""מבוא למערכות מידע""}, {""required"": ""כלכלה הנדסית"", ""alternative"": ""כלכלה הנדסית להנדסה מכנית""}]",[]
40225,כריית מידע,סופי-הרצאה+תרגול,264022505,True,קיץ,ג,17:00,18:50,מר שמטניק פבל,208 פיקוס,רשימת המתנה,"[{""required"": ""בסיסי נתונים"", ""alternative"": ""בסיסי נתונים""}, {""required"": ""מבוא להסתברות"", ""alternative"": null}]","[""264022505"", ""264022505/1""]"
40225,כריית מידע,סופי-הרצאה+תרגול,264022505,True,קיץ,ה,20:00,21:50,מר שמטניק פבל,201 פיקוס,רשימת המתנה,"[{""required"": ""בסיסי נתונים"", ""alternative"": ""בסיסי נתונים""}, {""required"": ""מבוא להסתברות"", ""alternative"": null}]","[""264022505"", ""264022505/1""]"
40225,כריית מידע,תרגול,264022505/1,True,קיץ,ג,19:00,20:50,מר שמטניק פבל,208 פיקוס,פנוי,"[{""required"": ""בסיסי נתונים"", ""alternative"": ""בסיסי נתונים""}, {""required"": ""מבוא להסתברות"", ""alternative"": null}]",[]
80909,כתיבה עסקית בסביבה טכנולוגית,סופי-הרצאה,268090901,True,קיץ,א,14:00,17:50,מר כהן רן,"מפ""ט יעד",מלא,[],[]
8080,לומדה למניעת הטרדה מינית-און ליין,סופי-הרצאה,260808003,False,,,,,,,פנוי,[],[]
90911,מבוא להסתברות,סופי-הרצאה+תרגול,269091110,False,,,,,,,מלא,"[{""required"": ""חשבון דיפרנציאלי אינטגרלי1"", ""alternative"": null}]","[""269091110"", ""269091110/1""]"
90911,מבוא להסתברות,תרגול,269091110/1,True,קיץ,ג,17:00,18:50,גב' יעקובוב רבקה,קריה ה'11 מעב דואלי,מלא,"[{""required"": ""חשבון דיפרנציאלי אינטגרלי1"", ""alternative"": null}]",[]
20221,מבוא לחישוב קוונטי,סופי-הרצאה+תרגול,262022101,True,קיץ,ד,18:00,20:50,מר ערו מוחמד,101 פיקוס,פנוי,"[{""required"": ""מערכות ספרתיות"", ""alternative"": ""מערכות ספרתיות""}, {""required"": ""אלגברה ליניארית"", ""alternative"": null}, {""required"": ""מבוא להסתברות"", ""alternative"": null}, {""required"": ""פיזיקה מודרנית"", ""alternative"": null}]","[""262022101"", ""262022101/1""]"
20221,מבוא לחישוב קוונטי,סופי-הרצאה+תרגול,262022101,True,קיץ,ה,14:00,16:50,מר ערו מוחמד,103 מעב' דואלי פיקוס,פנוי,"[{""required"": ""מערכות ספרתיות"", ""alternative"": ""מערכות ספרתיות""}, {""required"": ""אלגברה ליניארית"", ""alternative"": null}, {""required"": ""מבוא להסתברות"", ""alternative"": null}, {""required"": ""פיזיקה מודרנית"", ""alternative"": null}]","[""262022101"", ""262022101/1""]"
20221,מבוא לחישוב קוונטי,תרגול,262022101/1,True,קיץ,ד,21:00,21:50,מר ערו מוחמד,101 פיקוס,פנוי,"[{""required"": ""מערכות ספרתיות"", ""alternative"": ""מערכות ספרתיות""}, {""required"": ""אלגברה ליניארית"", ""alternative"": null}, {""required"": ""מבוא להסתברות"", ""alternative"": null}, {""required"": ""פיזיקה מודרנית"", ""alternative"": null}]",[]
20221,מבוא לחישוב קוונטי,תרגול,262022101/1,True,קיץ,ה,17:00,17:50,מר ערו מוחמד,103 מעב' דואלי פיקוס,פנוי,"[{""required"": ""מערכות ספרתיות"", ""alternative"": ""מערכות ספרתיות""}, {""required"": ""אלגברה ליניארית"", ""alternative"": null}, {""required"": ""מבוא להסתברות"", ""alternative"": null}, {""required"": ""פיזיקה מודרנית"", ""alternative"": null}]",[]
10016,מבוא למדעי המחשב,סופי-הרצאה+תרגול,261001618,True,קיץ,ה,17:00,21:00,מר קרני ירדן,202 פיקוס,רשימת המתנה,[],"[""261001618"", ""261001618/1""]"
10016,מבוא למדעי המחשב,סופי-הרצאה+תרגול,261001618,True,קיץ,ה,21:00,22:50,מר קרני ירדן,202 פיקוס,רשימת המתנה,[],"[""261001618"", ""261001618/1""]"
10016,מבוא למדעי המחשב,סופי-הרצאה+תרגול,261001622,True,קיץ,ה,17:00,19:50,גב' גולד הדר,205 פיקוס,פנוי,[],"[""261001622"", ""261001622/1""]"
10016,מבוא למדעי המחשב,סופי-הרצאה+תרגול,261001622,True,קיץ,ה,20:00,22:50,גב' גולד הדר,205 פיקוס,פנוי,[],"[""261001622"", ""261001622/1""]"
10016,מבוא למדעי המחשב,תרגול,261001618/1,True,קיץ,ג,17:00,21:00,מר קרני ירדן,201 פיקוס,פנוי,[],[]
10016,מבוא למדעי המחשב,תרגול,261001618/1,True,קיץ,ג,21:00,22:50,מר קרני ירדן,201 פיקוס,פנוי,[],[]
10016,מבוא למדעי המחשב,תרגול,261001622/1,True,קיץ,ג,17:00,22:50,גב' גולד הדר,207 פיקוס,פנוי,[],[]
40251,מבוא למערכות המלצה,סופי-הרצאה,264025101,True,קיץ,ו,08:00,10:50,"ד""ר כספי עומר",203 פיקוס,מלא,"[{""required"": ""ניתוח ותכנון מערכות מידע"", ""alternative"": ""ניתוח ותכנון מערכות מידע""}, {""required"": ""מבוא למערכות המלצה"", ""alternative"": null}]",[]
40251,מבוא למערכות המלצה,סופי-הרצאה,264025101,True,קיץ,ו,11:00,13:50,"ד""ר כספי עומר",203 פיקוס,מלא,"[{""required"": ""ניתוח ותכנון מערכות מידע"", ""alternative"": ""ניתוח ותכנון מערכות מידע""}, {""required"": ""מבוא למערכות המלצה"", ""alternative"": null}]",[]
20332,מבוא לעיבוד תמונה,סופי-הרצאה+תרגול,262033202,True,קיץ,ב,17:00,18:50,"ד""ר טריגנו תום",301 פיקוס,פנוי,"[{""required"": ""מבוא לעיבוד ספרתי של אותות"", ""alternative"": ""מבוא לעיבוד ספרתי של אותות""}]","[""262033202"", ""262033202/1""]"
20332,מבוא לעיבוד תמונה,סופי-הרצאה+תרגול,262033202,True,קיץ,ג,17:00,18:50,"ד""ר טריגנו תום",204 פיקוס,פנוי,"[{""required"": ""מבוא לעיבוד ספרתי של אותות"", ""alternative"": ""מבוא לעיבוד ספרתי של אותות""}]","[""262033202"", ""262033202/1""]"
20332,מבוא לעיבוד תמונה,תרגול,262033202/1,True,קיץ,ב,19:00,19:50,"ד""ר טריגנו תום",301 פיקוס,פנוי,"[{""required"": ""מבוא לעיבוד ספרתי של אותות"", ""alternative"": ""מבוא לעיבוד ספרתי של אותות""}]",[]
20332,מבוא לעיבוד תמונה,תרגול,262033202/1,True,קיץ,ג,19:00,19:50,"ד""ר טריגנו תום",204 פיקוס,פנוי,"[{""required"": ""מבוא לעיבוד ספרתי של אותות"", ""alternative"": ""מבוא לעיבוד ספרתי של אותות""}]",[]
80960,"מבוא לפכ""מ",סופי-הרצאה,268096001,True,קיץ,ה,17:00,20:50,"עו""ד ליואי עדי","מפ""ט גפן",פנוי,[],[]
80947,מבוא לשיטות מחקר,סופי-הרצאה,268094701,True,קיץ,ג,14:00,17:50,"ד""ר רוס גיא משה",קריה ה'5,פנוי,[],[]
20127,מבוא לתהליכים אקראיים,סופי-הרצאה+תרגול,262012705,True,קיץ,ו,08:00,13:50,מר הדס ניסים,208 פיקוס,מלא,"[{""required"": ""מבוא לאותות ומערכות"", ""alternative"": ""מבוא לאותות ומערכות""}, {""required"": ""מבוא להסתברות"", ""alternative"": null}]","[""262012705"", ""262012705/1""]"
20127,מבוא לתהליכים אקראיים,תרגול,262012705/1,True,קיץ,א,15:00,16:50,מר הדס ניסים,205 פיקוס,מלא,"[{""required"": ""מבוא לאותות ומערכות"", ""alternative"": ""מבוא לאותות ומערכות""}, {""required"": ""מבוא להסתברות"", ""alternative"": null}]",[]
40134,מבוא לתעשייה4.0,סופי-הרצאה,264013406,True,קיץ,ד,17:00,19:50,"ד""ר יניב שרית",355 מעב' אותות/משובצות,מלא,"[{""required"": ""מבוא למדעי המחשב"", ""alternative"": ""מבוא למדעי המחשב""}, {""required"": ""מבוא למדעי המחשב"", ""alternative"": ""מבוא לתכנות פיתון""}, {""required"": ""מבוא למדעי המחשב"", ""alternative"": ""מבוא לתכנות פיתון""}]",[]
40134,מבוא לתעשייה4.0,סופי-הרצאה,264013406,True,קיץ,ה,17:00,19:50,"ד""ר יניב שרית",355 מעב' אותות/משובצות,מלא,"[{""required"": ""מבוא למדעי המחשב"", ""alternative"": ""מבוא למדעי המחשב""}, {""required"": ""מבוא למדעי המחשב"", ""alternative"": ""מבוא לתכנות פיתון""}, {""required"": ""מבוא למדעי המחשב"", ""alternative"": ""מבוא לתכנות פיתון""}]",[]
10117,מבני נתונים,סופי-הרצאה+תרגול,261011702,True,קיץ,א,20:00,21:50,מר גנוט יצחק,ז'2 קריה - עגלת תחשבים,פנוי,"[{""required"": ""מבוא למדעי המחשב"", ""alternative"": ""מבוא למדעי המחשב""}, {""required"": ""מבוא למדעי המחשב"", ""alternative"": ""מבוא לתכנות פיתון""}, {""required"": ""מבוא למדעי המחשב"", ""alternative"": ""מבוא לתכנות פיתון""}, {""required"": ""תכנות מונחה עצמים"", ""alternative"": null}, {""required"": ""תכנות מונחה עצמים"", ""alternative"": null}, {""required"": ""תכנות מונחה עצמים"", ""alternative"": null}]","[""261011702"", ""261011702/1""]"
10117,מבני נתונים,סופי-הרצאה+תרגול,261011702,True,קיץ,ב,17:00,18:50,מר גנוט יצחק,קריה ה'11 מעב דואלי,פנוי,"[{""required"": ""מבוא למדעי המחשב"", ""alternative"": ""מבוא למדעי המחשב""}, {""required"": ""מבוא למדעי המחשב"", ""alternative"": ""מבוא לתכנות פיתון""}, {""required"": ""מבוא למדעי המחשב"", ""alternative"": ""מבוא לתכנות פיתון""}, {""required"": ""תכנות מונחה עצמים"", ""alternative"": null}, {""required"": ""תכנות מונחה עצמים"", ""alternative"": null}, {""required"": ""תכנות מונחה עצמים"", ""alternative"": null}]","[""261011702"", ""261011702/1""]"
10117,מבני נתונים,סופי-הרצאה+תרגול,261011702,True,קיץ,ב,19:00,20:50,מר גנוט יצחק,קריה ה'11 מעב דואלי,פנוי,"[{""required"": ""מבוא למדעי המחשב"", ""alternative"": ""מבוא למדעי המחשב""}, {""required"": ""מבוא למדעי המחשב"", ""alternative"": ""מבוא לתכנות פיתון""}, {""required"": ""מבוא למדעי המחשב"", ""alternative"": ""מבוא לתכנות פיתון""}, {""required"": ""תכנות מונחה עצמים"", ""alternative"": null}, {""required"": ""תכנות מונחה עצמים"", ""alternative"": null}, {""required"": ""תכנות מונחה עצמים"", ""alternative"": null}]","[""261011702"", ""261011702/1""]"
10117,מבני נתונים,סופי-הרצאה+תרגול,261011702,True,קיץ,ג,19:00,20:50,מר גנוט יצחק,קריה ה'11 מעב דואלי,פנוי,"[{""required"": ""מבוא למדעי המחשב"", ""alternative"": ""מבוא למדעי המחשב""}, {""required"": ""מבוא למדעי המחשב"", ""alternative"": ""מבוא לתכנות פיתון""}, {""required"": ""מבוא למדעי המחשב"", ""alternative"": ""מבוא לתכנות פיתון""}, {""required"": ""תכנות מונחה עצמים"", ""alternative"": null}, {""required"": ""תכנות מונחה עצמים"", ""alternative"": null}, {""required"": ""תכנות מונחה עצמים"", ""alternative"": null}]","[""261011702"", ""261011702/1""]"
10117,מבני נתונים,תרגול,261011702/1,True,קיץ,א,17:00,20:00,מר גנוט יצחק,ז'2 קריה - עגלת תחשבים,פנוי,"[{""required"": ""מבוא למדעי המחשב"", ""alternative"": ""מבוא למדעי המחשב""}, {""required"": ""מבוא למדעי המחשב"", ""alternative"": ""מבוא לתכנות פיתון""}, {""required"": ""מבוא למדעי המחשב"", ""alternative"": ""מבוא לתכנות פיתון""}, {""required"": ""תכנות מונחה עצמים"", ""alternative"": null}, {""required"": ""תכנות מונחה עצמים"", ""alternative"": null}, {""required"": ""תכנות מונחה עצמים"", ""alternative"": null}]",[]
10117,מבני נתונים,תרגול,261011702/1,True,קיץ,ג,21:00,21:50,מר גנוט יצחק,קריה ה'11 מעב דואלי,פנוי,"[{""required"": ""מבוא למדעי המחשב"", ""alternative"": ""מבוא למדעי המחשב""}, {""required"": ""מבוא למדעי המחשב"", ""alternative"": ""מבוא לתכנות פיתון""}, {""required"": ""מבוא למדעי המחשב"", ""alternative"": ""מבוא לתכנות פיתון""}, {""required"": ""תכנות מונחה עצמים"", ""alternative"": null}, {""required"": ""תכנות מונחה עצמים"", ""alternative"": null}, {""required"": ""תכנות מונחה עצמים"", ""alternative"": null}]",[]
30215,מיזוג אוויר וחימום,סופי-הרצאה+תרגול,263021501,True,קיץ,א,17:00,18:50,"ד""ר מיטלמן גור",203 פיקוס,פנוי,"[{""required"": ""תרמודינמיקה 2"", ""alternative"": ""תרמודינמיקה""}, {""required"": ""מעבר חום"", ""alternative"": null}]","[""263021501"", ""263021501/1""]"
30215,מיזוג אוויר וחימום,סופי-הרצאה+תרגול,263021501,True,קיץ,ב,17:00,18:50,"ד""ר מיטלמן גור",208 פיקוס,פנוי,"[{""required"": ""תרמודינמיקה 2"", ""alternative"": ""תרמודינמיקה""}, {""required"": ""מעבר חום"", ""alternative"": null}]","[""263021501"", ""263021501/1""]"
30215,מיזוג אוויר וחימום,תרגול,263021501/1,True,קיץ,א,19:00,19:50,"ד""ר מיטלמן גור",203 פיקוס,פנוי,"[{""required"": ""תרמודינמיקה 2"", ""alternative"": ""תרמודינמיקה""}, {""required"": ""מעבר חום"", ""alternative"": null}]",[]
30215,מיזוג אוויר וחימום,תרגול,263021501/1,True,קיץ,ב,19:00,19:50,"ד""ר מיטלמן גור",208 פיקוס,פנוי,"[{""required"": ""תרמודינמיקה 2"", ""alternative"": ""תרמודינמיקה""}, {""required"": ""מעבר חום"", ""alternative"": null}]",[]
20129,מיקרו מעבדים ומיקרו בקרים,סופי-הרצאה+תרגול,262012901,True,קיץ,ב,17:00,19:50,"ד""ר אברמוב בנימין",354 מעב' אלקט'/תקשורת,מלא,"[{""required"": ""מבוא לתכנות"", ""alternative"": ""מבוא לתכנות""}, {""required"": ""מבנה מחשבים"", ""alternative"": ""ארכיטקטורת מחשבים ושפת סף""}, {""required"": ""מבנה מחשבים"", ""alternative"": ""ארגון המחשב ושפת סף""}]","[""262012901"", ""262012901/1""]"
20129,מיקרו מעבדים ומיקרו בקרים,סופי-הרצאה+תרגול,262012901,True,קיץ,ג,17:00,19:50,"ד""ר אברמוב בנימין",354 מעב' אלקט'/תקשורת,מלא,"[{""required"": ""מבוא לתכנות"", ""alternative"": ""מבוא לתכנות""}, {""required"": ""מבנה מחשבים"", ""alternative"": ""ארכיטקטורת מחשבים ושפת סף""}, {""required"": ""מבנה מחשבים"", ""alternative"": ""ארגון המחשב ושפת סף""}]","[""262012901"", ""262012901/1""]"
20129,מיקרו מעבדים ומיקרו בקרים,סופי-הרצאה+תרגול,262012902,True,קיץ,א,17:00,19:50,גב' מדינה דורית,355 מעב' אותות/משובצות,מלא,"[{""required"": ""מבוא לתכנות"", ""alternative"": ""מבוא לתכנות""}, {""required"": ""מבנה מחשבים"", ""alternative"": ""ארכיטקטורת מחשבים ושפת סף""}, {""required"": ""מבנה מחשבים"", ""alternative"": ""ארגון המחשב ושפת סף""}]","[""262012902"", ""262012902/1""]"
20129,מיקרו מעבדים ומיקרו בקרים,סופי-הרצאה+תרגול,262012902,True,קיץ,ב,17:00,19:50,גב' מדינה דורית,355 מעב' אותות/משובצות,מלא,"[{""required"": ""מבוא לתכנות"", ""alternative"": ""מבוא לתכנות""}, {""required"": ""מבנה מחשבים"", ""alternative"": ""ארכיטקטורת מחשבים ושפת סף""}, {""required"": ""מבנה מחשבים"", ""alternative"": ""ארגון המחשב ושפת סף""}]","[""262012902"", ""262012902/1""]"
20129,מיקרו מעבדים ומיקרו בקרים,תרגול,262012901/1,True,קיץ,ב,20:00,20:50,"ד""ר אברמוב בנימין",354 מעב' אלקט'/תקשורת,מלא,"[{""required"": ""מבוא לתכנות"", ""alternative"": ""מבוא לתכנות""}, {""required"": ""מבנה מחשבים"", ""alternative"": ""ארכיטקטורת מחשבים ושפת סף""}, {""required"": ""מבנה מחשבים"", ""alternative"": ""ארגון המחשב ושפת סף""}]",[]
20129,מיקרו מעבדים ומיקרו בקרים,תרגול,262012901/1,True,קיץ,ג,20:00,20:50,"ד""ר אברמוב בנימין",354 מעב' אלקט'/תקשורת,מלא,"[{""required"": ""מבוא לתכנות"", ""alternative"": ""מבוא לתכנות""}, {""required"": ""מבנה מחשבים"", ""alternative"": ""ארכיטקטורת מחשבים ושפת סף""}, {""required"": ""מבנה מחשבים"", ""alternative"": ""ארגון המחשב ושפת סף""}]",[]
20129,מיקרו מעבדים ומיקרו בקרים,תרגול,262012902/1,True,קיץ,א,20:00,20:50,גב' מדינה דורית,355 מעב' אותות/משובצות,מלא,"[{""required"": ""מבוא לתכנות"", ""alternative"": ""מבוא לתכנות""}, {""required"": ""מבנה מחשבים"", ""alternative"": ""ארכיטקטורת מחשבים ושפת סף""}, {""required"": ""מבנה מחשבים"", ""alternative"": ""ארגון המחשב ושפת סף""}]",[]
20129,מיקרו מעבדים ומיקרו בקרים,תרגול,262012902/1,True,קיץ,ב,20:00,20:50,גב' מדינה דורית,355 מעב' אותות/משובצות,מלא,"[{""required"": ""מבוא לתכנות"", ""alternative"": ""מבוא לתכנות""}, {""required"": ""מבנה מחשבים"", ""alternative"": ""ארכיטקטורת מחשבים ושפת סף""}, {""required"": ""מבנה מחשבים"", ""alternative"": ""ארגון המחשב ושפת סף""}]",[]
20367,מעבדה לאלקטרוניקה ספרתית,סופי-מעבדה,262036709,True,קיץ,ג,08:00,13:50,מר לבנת מיקי,355 מעב' אותות/משובצות,פנוי,"[{""required"": ""מעבדת מערכות ספרתיות"", ""alternative"": ""מעבדת מערכות ספרתיות""}, {""required"": ""אלקטרוניקה ספרתית"", ""alternative"": null}]",[]
20135,מעבדת בקרה,סופי-מעבדה,262013501,True,קיץ,ב,20:00,22:50,מר חצקלביץ רון חיים,052 מעב' אלקט'/בקרים/רובוטיקה,פנוי,"[{""required"": ""מבוא לבקרה"", ""alternative"": ""תורת הבקרה""}]",[]
20135,מעבדת בקרה,סופי-מעבדה,262013501,True,קיץ,ג,20:00,22:50,מר חצקלביץ רון חיים,052 מעב' אלקט'/בקרים/רובוטיקה,פנוי,"[{""required"": ""מבוא לבקרה"", ""alternative"": ""תורת הבקרה""}]",[]
20135,מעבדת בקרה,סופי-מעבדה,262013502,True,קיץ,א,17:00,19:50,מר מלמד יוסף,052 מעב' אלקט'/בקרים/רובוטיקה,פנוי,"[{""required"": ""מבוא לבקרה"", ""alternative"": ""תורת הבקרה""}]",[]
20135,מעבדת בקרה,סופי-מעבדה,262013502,True,קיץ,ד,20:00,22:50,מר מלמד יוסף,052 מעב' אלקט'/בקרים/רובוטיקה,פנוי,"[{""required"": ""מבוא לבקרה"", ""alternative"": ""תורת הבקרה""}]",[]
20812,מעבדת בקרים,סופי-מעבדה,262081207,True,קיץ,א,20:00,22:50,מר מלמד יוסף,052 מעב' אלקט'/בקרים/רובוטיקה,פנוי,"[{""required"": ""אלקטרוניקה"", ""alternative"": ""מעבדת חשמל ואלקטרוניקה""}, {""required"": ""תורת הבקרה"", ""alternative"": null}]",[]
20812,מעבדת בקרים,סופי-מעבדה,262081207,True,קיץ,ד,17:00,19:50,מר מלמד יוסף,052 מעב' אלקט'/בקרים/רובוטיקה,פנוי,"[{""required"": ""אלקטרוניקה"", ""alternative"": ""מעבדת חשמל ואלקטרוניקה""}, {""required"": ""תורת הבקרה"", ""alternative"": null}]",[]
20812,מעבדת בקרים,סופי-מעבדה,262081208,True,קיץ,ג,17:00,19:50,מר גבאי יוסף,052 מעב' אלקט'/בקרים/רובוטיקה,פנוי,"[{""required"": ""אלקטרוניקה"", ""alternative"": ""מעבדת חשמל ואלקטרוניקה""}, {""required"": ""תורת הבקרה"", ""alternative"": null}]",[]
20812,מעבדת בקרים,סופי-מעבדה,262081208,True,קיץ,ה,17:00,19:50,מר גבאי יוסף,052 מעב' אלקט'/בקרים/רובוטיקה,פנוי,"[{""required"": ""אלקטרוניקה"", ""alternative"": ""מעבדת חשמל ואלקטרוניקה""}, {""required"": ""תורת הבקרה"", ""alternative"": null}]",[]
90918,מעבדת פיזיקה מכניקה,סופי-מעבדה,269091813,True,קיץ,ג,19:00,20:50,מר חסנוב אולג,002 מעב' פיזיקה ואופטיקה,רשימת המתנה,"[{""required"": ""פיזיקה-מכניקה"", ""alternative"": null}]",[]
90918,מעבדת פיזיקה מכניקה,סופי-מעבדה,269091813,True,קיץ,ג,21:00,22:50,מר חסנוב אולג,002 מעב' פיזיקה ואופטיקה,רשימת המתנה,"[{""required"": ""פיזיקה-מכניקה"", ""alternative"": null}]",[]
90918,מעבדת פיזיקה מכניקה,סופי-מעבדה,269091814,True,קיץ,ג,17:00,18:50,מר חסנוב אולג,002 מעב' פיזיקה ואופטיקה,פנוי,"[{""required"": ""פיזיקה-מכניקה"", ""alternative"": null}]",[]
90918,מעבדת פיזיקה מכניקה,סופי-מעבדה,269091814,True,קיץ,ה,21:00,22:50,מר חסנוב אולג,002 מעב' פיזיקה ואופטיקה,פנוי,"[{""required"": ""פיזיקה-מכניקה"", ""alternative"": null}]",[]
30163,מעבדת תהליכי ייצור,סופי-מעבדה,263016309,True,קיץ,ד,17:00,18:50,מר נסאר עודאי,004 מעב'-זרימה/מ.חום/מדידות,מלא,"[{""required"": ""גרפיקה הנדסית 1"", ""alternative"": ""גרפיקה הנדסית להנדסה רפואית""}, {""required"": ""גרפיקה הנדסית 2"", ""alternative"": null}, {""required"": ""תורת החומרים"", ""alternative"": ""תורת החומרים 1""}, {""required"": ""תהליכי ייצור"", ""alternative"": ""תהליכי ייצור""}]",[]
30163,מעבדת תהליכי ייצור,סופי-מעבדה,263016309,True,קיץ,ד,19:00,20:50,מר נסאר עודאי,004 מעב'-זרימה/מ.חום/מדידות,מלא,"[{""required"": ""גרפיקה הנדסית 1"", ""alternative"": ""גרפיקה הנדסית להנדסה רפואית""}, {""required"": ""גרפיקה הנדסית 2"", ""alternative"": null}, {""required"": ""תורת החומרים"", ""alternative"": ""תורת החומרים 1""}, {""required"": ""תהליכי ייצור"", ""alternative"": ""תהליכי ייצור""}]",[]
10303,מערכות הפעלה,סופי-הרצאה+תרגול,261030301,True,קיץ,ג,17:00,19:50,"ד""ר בינסקי הדר",ז'2 קריה - עגלת תחשבים,מלא,"[{""required"": ""מבוא לתכנות מערכות"", ""alternative"": null}, {""required"": ""ארגון המחשב ושפת סף"", ""alternative"": ""ארכיטקטורת מחשבים ושפת סף""}]","[""261030301"", ""261030301/1""]"
10303,מערכות הפעלה,סופי-הרצאה+תרגול,261030301,True,קיץ,ד,17:00,19:50,"ד""ר בינסקי הדר",קריה ה'11 מעב דואלי,מלא,"[{""required"": ""מבוא לתכנות מערכות"", ""alternative"": null}, {""required"": ""ארגון המחשב ושפת סף"", ""alternative"": ""ארכיטקטורת מחשבים ושפת סף""}]","[""261030301"", ""261030301/1""]"
10303,מערכות הפעלה,תרגול,261030301/1,True,קיץ,ג,20:00,20:50,"ד""ר בינסקי הדר",ז'2 קריה - עגלת תחשבים,מלא,"[{""required"": ""מבוא לתכנות מערכות"", ""alternative"": null}, {""required"": ""ארגון המחשב ושפת סף"", ""alternative"": ""ארכיטקטורת מחשבים ושפת סף""}]",[]
10303,מערכות הפעלה,תרגול,261030301/1,True,קיץ,ד,20:00,20:50,"ד""ר בינסקי הדר",קריה ה'11 מעב דואלי,מלא,"[{""required"": ""מבוא לתכנות מערכות"", ""alternative"": null}, {""required"": ""ארגון המחשב ושפת סף"", ""alternative"": ""ארכיטקטורת מחשבים ושפת סף""}]",[]
40270,מערכות מידע לתכנון תחבורה,סופי-הרצאה+תרגול,264027001,True,קיץ,א,17:00,18:50,"ד""ר בירפיר גנאדי",205 פיקוס,פנוי,"[{""required"": ""בסיסי נתונים"", ""alternative"": ""בסיסי נתונים""}]","[""264027001"", ""264027001/1""]"
40270,מערכות מידע לתכנון תחבורה,סופי-הרצאה+תרגול,264027001,True,קיץ,ד,17:00,18:50,"ד""ר בירפיר גנאדי",208 פיקוס,פנוי,"[{""required"": ""בסיסי נתונים"", ""alternative"": ""בסיסי נתונים""}]","[""264027001"", ""264027001/1""]"
40270,מערכות מידע לתכנון תחבורה,תרגול,264027001/1,True,קיץ,א,19:00,19:50,"ד""ר בירפיר גנאדי",205 פיקוס,פנוי,"[{""required"": ""בסיסי נתונים"", ""alternative"": ""בסיסי נתונים""}]",[]
40270,מערכות מידע לתכנון תחבורה,תרגול,264027001/1,True,קיץ,ד,19:00,19:50,"ד""ר בירפיר גנאדי",208 פיקוס,פנוי,"[{""required"": ""בסיסי נתונים"", ""alternative"": ""בסיסי נתונים""}]",[]
30339,מערכות ממוחשבות ברכב,סופי-הרצאה+תרגול,263033901,True,קיץ,ו,14:00,15:50,,מחוץ למכללה,פנוי,[],"[""263033901"", ""263033901/1""]"
30339,מערכות ממוחשבות ברכב,סופי-הרצאה+תרגול,263033901,True,קיץ,ו,16:00,17:50,,מחוץ למכללה,פנוי,[],"[""263033901"", ""263033901/1""]"
30339,מערכות ממוחשבות ברכב,תרגול,263033901/1,True,קיץ,ו,18:00,19:50,,מחוץ למכללה,פנוי,[],[]
7202,מתמטיקה - מכינה בדרך לאפקה,סופי-הרצאה,260720203,True,קיץ,א,17:00,21:50,גב' נגר איריס,עתידים 2314,פנוי,[],[]
7202,מתמטיקה - מכינה בדרך לאפקה,סופי-הרצאה,260720203,True,קיץ,ו,08:00,12:50,גב' נגר איריס,עתידים 2314,פנוי,[],[]
7202,מתמטיקה - מכינה בדרך לאפקה,סופי-הרצאה,260720204,True,קיץ,א,08:00,11:50,גב' גניסלב אסנת,עתידים 2314,פנוי,[],[]
7202,מתמטיקה - מכינה בדרך לאפקה,סופי-הרצאה,260720204,True,קיץ,ב,13:00,16:50,גב' נמירובסקי אירינה,עתידים 2314,פנוי,[],[]
7202,מתמטיקה - מכינה בדרך לאפקה,סופי-הרצאה,260720204,True,קיץ,ד,08:00,11:50,גב' גניסלב אסנת,עתידים 2314,פנוי,[],[]
7202,מתמטיקה - מכינה בדרך לאפקה,סופי-הרצאה,260720205,True,קיץ,א,08:00,12:50,גב' בילצ'ינסקי דינה,עתידים 2304,פנוי,[],[]
7202,מתמטיקה - מכינה בדרך לאפקה,סופי-הרצאה,260720205,True,קיץ,ג,08:00,11:50,גב' בילצ'ינסקי דינה,עתידים 2314,פנוי,[],[]
